Date,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,SMA_20,ATR,Future_Close,Return,Buy_Signal
2025-02-11 00:00:00+11:00,CBA.AX,159.7780297904425,160.7740483569526,159.37369961138302,159.9160919189453,1530120,0.0,0.0,63.60796942325874,1.572552871021628,155.94333572387694,2.5119106388980454,163.1507110595703,0.020226977171656318,0
2025-02-12 00:00:00+11:00,CBA.AX,159.00882749063902,163.6832275390625,157.5986074631535,163.6832275390625,2199814,0.0,0.0,71.85677383022588,1.9045177262722461,156.6346351623535,2.7671041701131123,162.6872100830078,-0.006085030647486414,0
2025-02-13 00:00:00+11:00,CBA.AX,163.47614312652863,165.2906783073983,162.33219114603278,164.41299438476562,1843099,0.0,0.0,73.12749545020834,2.201115264644102,157.39644546508788,2.780774383773999,160.35000610351562,-0.02471208736544046,0
2025-02-14 00:00:00+11:00,CBA.AX,165.5963896161576,165.5963896161576,162.71679719276653,163.1507110595703,2390053,0.0,0.0,67.45410923085787,2.3077133526447255,157.8742416381836,2.7878328151752183,158.94000244140625,-0.025808705281257584,0
2025-02-17 00:00:00+11:00,CBA.AX,162.70693754407546,162.8548558829732,159.77803405274977,162.6872100830078,1976104,0.0,0.0,65.44628746803772,2.3279572086157714,158.42008285522462,2.829607400292741,155.72999572753906,-0.04276435960711954,0
2025-02-18 00:00:00+11:00,CBA.AX,162.71678975360155,163.16055980703723,159.95553213007233,160.35000610351562,2577577,0.0,0.0,56.33958701026972,2.1308447303587457,158.79186630249023,2.8564231343407522,151.72999572753906,-0.05375746833718126,0
2025-02-19 00:00:00+11:00,CBA.AX,158.75,160.72999572753906,156.58999633789062,158.94000244140625,3262757,2.25,0.0,51.668576547497636,1.8396498215804797,159.0369384765625,2.9481071525770157,156.22999572753906,-0.017050501272429765,0
2025-02-20 00:00:00+11:00,CBA.AX,159.0399932861328,159.3699951171875,155.72999572753906,155.72999572753906,2747437,0.0,0.0,42.94023083920333,1.334472080302362,159.04508285522462,2.9975280266535456,154.27000427246094,-0.009375146054922432,0
2025-02-21 00:00:00+11:00,CBA.AX,156.0,156.1199951171875,151.4199981689453,151.72999572753906,3845525,0.0,0.0,35.00478114415725,0.6043815755368485,158.84829559326172,3.119132949624163,156.25999450683594,0.029855657462953968,0
2025-02-24 00:00:00+11:00,CBA.AX,149.89999389648438,156.22999572753906,148.97999572753906,156.22999572753906,2875480,0.0,0.0,46.89477493137797,0.38446016495944946,158.83706283569336,3.414194881793865,156.2899932861328,0.00038403354179426683,0
2025-02-25 00:00:00+11:00,CBA.AX,155.94000244140625,156.4550018310547,152.99000549316406,154.27000427246094,1762476,0.0,0.0,43.18883752727511,0.05142315837593969,158.6967658996582,3.417823557229348,156.74000549316406,0.01601089746740903,0
2025-02-26 00:00:00+11:00,CBA.AX,154.5,156.60000610351562,153.4499969482422,156.25999450683594,1504902,0.0,0.0,47.70735229506887,-0.05134363046016688,158.66533737182618,3.39869395708964,157.1300048828125,0.0055677102685326284,0
2025-02-27 00:00:00+11:00,CBA.AX,155.89999389648438,156.2899932861328,154.8000030517578,156.2899932861328,1580374,0.0,0.0,47.774786396696115,-0.1288807432458441,158.56045989990236,3.262357976895737,157.75999450683594,0.009405600382948857,0
2025-02-28 00:00:00+11:00,CBA.AX,155.89999389648438,157.67999267578125,154.66000366210938,156.74000549316406,5342538,0.0,0.0,48.84057240883718,-0.15226205733756615,158.48054885864258,3.245045908094032,156.38999938964844,-0.0022330361825264188,0
2025-03-03 00:00:00+11:00,CBA.AX,158.39999389648438,158.39999389648438,155.2899932861328,157.1300048828125,1846285,0.0,0.0,49.79676594211351,-0.1377345081515955,158.53995590209962,3.2353998153981416,153.58999633789062,-0.022529169699714652,0
2025-03-04 00:00:00+11:00,CBA.AX,157.32000732421875,157.75999450683594,155.68499755859375,157.75999450683594,1467357,0.0,0.0,51.37768597296304,-0.07452731860342965,158.6520652770996,3.152513896315573,148.5,-0.058696721787947895,0
2025-03-05 00:00:00+11:00,CBA.AX,156.36000061035156,156.97999572753906,154.39999389648438,156.38999938964844,1730411,0.0,0.0,47.84893667867446,-0.13344406185439084,158.65277633666992,3.1673343758895727,148.13999938964844,-0.05275273375661944,0
2025-03-06 00:00:00+11:00,CBA.AX,156.44000244140625,156.8800048828125,153.58999633789062,153.58999633789062,2374229,0.0,0.0,41.56542208453524,-0.4014452401900428,158.31280364990235,3.1760968165347374,146.9199981689453,-0.04342729557901438,0
2025-03-07 00:00:00+11:00,CBA.AX,150.8800048828125,150.9600067138672,147.22000122070312,148.5,2627604,0.0,0.0,33.06496852264435,-1.0128823927327346,157.71685180664062,3.404232409438506,144.8000030517578,-0.024915804365267257,0
2025-03-10 00:00:00+11:00,CBA.AX,149.1999969482422,149.5800018310547,147.41000366210938,148.13999938964844,1456710,0.0,0.0,32.557819416085195,-1.5091037729839059,157.09501113891602,3.3160728208318493,144.0,-0.027946533054581123,0
2025-03-11 00:00:00+11:00,CBA.AX,145.69000244140625,148.1300048828125,144.39999389648438,146.9199981689453,2523185,0.0,0.0,30.831941258102304,-1.9780054785588845,156.44520645141603,3.346353725998436,142.36000061035156,-0.031037282980021185,0
2025-03-12 00:00:00+11:00,CBA.AX,145.75,145.83999633789062,142.97999572753906,144.8000030517578,2922633,0.0,0.0,28.04942293889779,-2.4919536563370457,155.50104522705078,3.388757205670423,144.66000366210938,-0.0009668465932172366,0
2025-03-13 00:00:00+11:00,CBA.AX,145.00999450683594,145.57000732421875,143.6699981689453,144.0,2669521,0.0,0.0,27.057084913518835,-2.9300391825845225,154.4803955078125,3.2824180592134953,144.1999969482422,0.001388867696126302,0
2025-03-14 00:00:00+11:00,CBA.AX,142.57000732421875,144.02999877929688,141.41000366210938,142.36000061035156,2741381,0.0,0.0,25.096918979791155,-3.370703985712396,153.44085998535155,3.235102134783067,142.77000427246094,0.002880048190162497,0
2025-03-17 00:00:00+11:00,CBA.AX,143.88999938964844,144.66000366210938,143.28500366210938,144.66000366210938,1734195,0.0,0.0,32.48423126957515,-3.4940655796385727,152.53949966430665,3.168309343138406,145.92999267578125,0.008779130246935848,0
2025-03-18 00:00:00+11:00,CBA.AX,145.38999938964844,146.5,143.5399932861328,144.1999969482422,1552183,0.0,0.0,31.80853596874411,-3.5875936822010317,151.73199920654298,3.1534305839047474,145.60000610351562,0.009708801559655676,0
2025-03-19 00:00:00+11:00,CBA.AX,142.88999938964844,144.47000122070312,142.5399932861328,142.77000427246094,1612901,0.0,0.0,29.737725377754245,-3.7340599169524467,150.9234992980957,3.0660432518094303,147.6300048828125,0.034040768122950975,1
2025-03-20 00:00:00+11:00,CBA.AX,143.91000366210938,146.0,143.67999267578125,145.92999267578125,3402826,0.0,0.0,39.16312840043151,-3.554180428621578,150.43349914550782,3.0777541429329753,148.6300048828125,0.018502106095694665,0
2025-03-21 00:00:00+11:00,CBA.AX,145.6999969482422,146.9499969482422,145.1999969482422,145.60000610351562,6482426,0.0,0.0,38.581095226362145,-3.3990694400687573,150.12699966430665,2.9829145612949057,150.22999572753906,0.03179937795285328,1
2025-03-24 00:00:00+11:00,CBA.AX,146.75,147.85000610351562,146.2899932861328,147.6300048828125,1308316,0.0,0.0,44.08629202053207,-3.0768706781524884,149.6970001220703,2.9305635212024126,150.0399932861328,0.016324516179711177,0
2025-03-25 00:00:00+11:00,CBA.AX,148.4499969482422,149.77000427246094,147.89999389648438,148.6300048828125,1599602,0.0,0.0,46.62435739214167,-2.709599617640862,149.41500015258788,2.874094654662843,150.42999267578125,0.012110527712005072,0
2025-03-26 00:00:00+11:00,CBA.AX,149.89999389648438,151.1699981689453,149.38999938964844,150.22999572753906,2043159,0.0,0.0,50.496262291780205,-2.263338410337127,149.11350021362304,2.8502302711964123,150.92999267578125,0.00465950188477486,0
2025-03-27 00:00:00+11:00,CBA.AX,149.22999572753906,150.0399932861328,148.3800048828125,150.0399932861328,1722640,0.0,0.0,50.03211396900866,-1.9030674209055007,148.80100021362304,2.7787845978771375,153.22999572753906,0.021261014290521702,0
2025-03-28 00:00:00+11:00,CBA.AX,149.60000610351562,150.42999267578125,148.61000061035156,150.42999267578125,1796660,0.0,0.0,51.0271579791212,-1.568005384758834,148.4854995727539,2.710299416988034,154.82000732421875,0.02918310750635487,0
2025-03-31 00:00:00+11:00,CBA.AX,149.5,151.10000610351562,147.94000244140625,150.92999267578125,2709628,0.0,0.0,52.33760049931593,-1.2477373463561037,148.17549896240234,2.7424211487824155,156.3699951171875,0.03604321675872692,1
2025-04-01 00:00:00+11:00,CBA.AX,151.00999450683594,153.22999572753906,150.41000366210938,153.22999572753906,2083216,0.0,0.0,57.91614923411153,-0.7991198381070888,147.9489990234375,2.747961928542935,154.0,0.005025153650921557,0
2025-02-11 00:00:00+11:00,BHP.AX,39.35666368273104,39.4203621165195,38.99406598401375,39.31746292114258,6717482,0.0,0.0,55.6654573886598,0.2062202955155712,39.04992332458496,0.5810751536965503,40.10145568847656,0.01994006502673905,0
2025-02-12 00:00:00+11:00,BHP.AX,39.19986391015029,39.36646153734107,39.06266498460722,39.33706283569336,7630232,0.0,0.0,55.90218929803393,0.20811721003449435,39.04894332885742,0.5612695393420717,39.98386001586914,0.01644243706952354,0
2025-02-13 00:00:00+11:00,BHP.AX,39.64086018339506,40.356257198028636,39.591861104823735,40.17005920410156,8279554,0.0,0.0,64.56278500643137,0.27368154327665195,39.108233261108396,0.5939784552701577,40.15045928955078,-0.00048792346685861993,0
2025-02-14 00:00:00+11:00,BHP.AX,40.395457634341845,40.709056220767444,40.10145568847656,40.10145568847656,6828877,0.0,0.0,63.457431549355334,0.3164580875244738,39.15429286956787,0.594951460771638,40.16025924682617,0.0014663696701291318,0
2025-02-17 00:00:00+11:00,BHP.AX,39.83686277080204,40.23866122207659,39.76826330875934,39.98386001586914,5962827,0.0,0.0,61.51333494075708,0.3369852626955421,39.19104270935058,0.5860547788106102,39.34686279296875,-0.015931358869493182,0
2025-02-18 00:00:00+11:00,BHP.AX,40.27785614763225,40.326858965160625,39.56736015415213,40.15045928955078,6943788,0.0,0.0,63.231926499986116,0.36251749000137323,39.226812553405765,0.5984436382533165,40.43465805053711,0.007078343959574363,0
2025-02-19 00:00:00+11:00,BHP.AX,40.1896579478293,40.47875888179109,40.03285864516215,40.16025924682617,6588952,0.0,0.0,63.335641660775885,0.37917188131991963,39.24494247436523,0.5875476809944322,39.98386001586914,-0.004392382775043264,0
2025-02-20 00:00:00+11:00,BHP.AX,39.591861929317524,39.738859168092695,38.91566192042522,39.34686279296875,11659006,0.0,0.0,50.5820953981924,0.32301281972252127,39.262092399597165,0.6344797985234693,39.503662109375,0.003985052562672669,0
2025-02-21 00:00:00+11:00,BHP.AX,40.01326295207061,40.47385881173085,39.81726288449226,40.43465805053711,10287446,0.0,0.0,61.69183155848348,0.3621081872260561,39.366952133178714,0.6696595285405144,38.9156608581543,-0.03756671295412711,0
2025-02-24 00:00:00+11:00,BHP.AX,39.63106064628363,40.07205985826552,39.60166194494827,39.98386001586914,6833234,0.0,0.0,56.066567385924266,0.3526507751003152,39.43996181488037,0.6813264269011091,39.21946334838867,-0.01911763064339182,0
2025-02-25 00:00:00+11:00,BHP.AX,39.60166026860479,39.787858266497445,39.493860050417936,39.503662109375,7903407,0.0,0.0,50.757276711309466,0.3029159237703496,39.48063163757324,0.6676602510832588,38.25906753540039,-0.0315058024374718,0
2025-02-26 00:00:00+11:00,BHP.AX,39.395860797181655,39.43506155514104,38.6902621074729,38.9156608581543,8297693,0.0,0.0,45.12259632082162,0.21359175612077053,39.50905132293701,0.6780702332846048,38.807861328125,-0.0027700809301998224,0
2025-02-27 00:00:00+11:00,BHP.AX,39.10186480623305,39.356662270635276,38.96466214559619,39.21946334838867,5916067,0.0,0.0,48.315106997970716,0.16540929628728662,39.53551120758057,0.6611367460843459,38.69026565551758,-0.013493241561471692,0
